state_name,total_submitted_results,out_of_how_many,name_of_lga,polling_units_name,number_of_polling_units,submitted_results,polling_station_status,ward_url
ADAMAWA,166094,176846,MUBI NORTH,DIGIL (Ward: 03) - ADAMAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0de/ward/5f0f3a698f77bb3acad08ee1
ADAMAWA,166094,176846,MUBI NORTH,KOLERE (Ward: 04) - ADAMAWA,27,27.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0de/ward/5f0f3a698f77bb3acad08ee2
ADAMAWA,166094,176846,MUBI NORTH,LOKUWA (Ward: 05) - ADAMAWA,43,43.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0de/ward/5f0f3a698f77bb3acad08ee3
ADAMAWA,166094,176846,SONG,SIGIRE (Ward: 06) - ADAMAWA,16,16.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e2/ward/5f0f3a6f8f77bb3acad08f0d
ADAMAWA,166094,176846,SONG,SUKTU (Ward: 07) - ADAMAWA,20,20.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e2/ward/5f0f3a6f8f77bb3acad08f0e
ADAMAWA,166094,176846,MUBI NORTH,MAYO BANI (Ward: 06) - ADAMAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0de/ward/5f0f3a698f77bb3acad08ee4
ADAMAWA,166094,176846,MUBI NORTH,MIJILU (Ward: 07) - ADAMAWA,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0de/ward/5f0f3a698f77bb3acad08ee5
ADAMAWA,166094,176846,SONG,SONG GARI (Ward: 08) - ADAMAWA,46,46.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e2/ward/5f0f3a6f8f77bb3acad08f0f
ADAMAWA,166094,176846,SONG,SONG WAJE (Ward: 09) - ADAMAWA,20,20.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e2/ward/5f0f3a6f8f77bb3acad08f10
ADAMAWA,166094,176846,SONG,WALTANDI (Ward: 10) - ADAMAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e2/ward/5f0f3a708f77bb3acad08f11
ADAMAWA,166094,176846,MUBI NORTH,MUCHALLA (Ward: 08) - ADAMAWA,26,26.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0de/ward/5f0f3a698f77bb3acad08ee6
ADAMAWA,166094,176846,MUBI NORTH,SABON LAYI (Ward: 09) - ADAMAWA,46,45.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0de/ward/5f0f3a698f77bb3acad08ee7
ADAMAWA,166094,176846,SONG,ZUMO (Ward: 11) - ADAMAWA,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e2/ward/5f0f3a708f77bb3acad08f12
ADAMAWA,166094,176846,MUBI NORTH,VIMTIM (Ward: 10) - ADAMAWA,14,14.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0de/ward/5f0f3a6a8f77bb3acad08ee8
ADAMAWA,166094,176846,MUBI NORTH,YELWA (Ward: 11) - ADAMAWA,49,49.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0de/ward/5f0f3a6a8f77bb3acad08ee9
ADAMAWA,166094,176846,NUMAN,BARE (Ward: 01) - ADAMAWA,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e0/ward/5f0f3a6b8f77bb3acad08ef4
ADAMAWA,166094,176846,NUMAN,BOLKI (Ward: 02) - ADAMAWA,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e0/ward/5f0f3a6c8f77bb3acad08ef5
ADAMAWA,166094,176846,MAIHA,BELEL (Ward: 01) - ADAMAWA,17,17.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0db/ward/5f0f3a638f77bb3acad08eb9
ADAMAWA,166094,176846,MAIHA,HUMBUTUDI (Ward: 02) - ADAMAWA,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0db/ward/5f0f3a638f77bb3acad08eba
ADAMAWA,166094,176846,NUMAN,GAMADIO (Ward: 03) - ADAMAWA,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e0/ward/5f0f3a6c8f77bb3acad08ef6
ADAMAWA,166094,176846,NUMAN,IMBURU (Ward: 04) - ADAMAWA,25,25.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e0/ward/5f0f3a6c8f77bb3acad08ef7
ADAMAWA,166094,176846,NUMAN,KODOMTI (Ward: 05) - ADAMAWA,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e0/ward/5f0f3a6c8f77bb3acad08ef8
ADAMAWA,166094,176846,MAIHA,KONKOL (Ward: 03) - ADAMAWA,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0db/ward/5f0f3a638f77bb3acad08ebb
ADAMAWA,166094,176846,MAIHA,MAIHA GARI (Ward: 04) - ADAMAWA,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0db/ward/5f0f3a638f77bb3acad08ebc
ADAMAWA,166094,176846,MAIHA,MANJEKIN (Ward: 05) - ADAMAWA,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0db/ward/5f0f3a648f77bb3acad08ebd
ADAMAWA,166094,176846,NUMAN,NUMAN I (Ward: 06) - ADAMAWA,16,16.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e0/ward/5f0f3a6c8f77bb3acad08ef9
ADAMAWA,166094,176846,NUMAN,NUMAN II (Ward: 07) - ADAMAWA,16,16.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e0/ward/5f0f3a6c8f77bb3acad08efa
ADAMAWA,166094,176846,NUMAN,NUMAN III (Ward: 08) - ADAMAWA,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e0/ward/5f0f3a6c8f77bb3acad08efb
ADAMAWA,166094,176846,MAIHA,MAYONGULI (Ward: 06) - ADAMAWA,22,22.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0db/ward/5f0f3a648f77bb3acad08ebe
ADAMAWA,166094,176846,MAIHA,PAKKA (Ward: 07) - ADAMAWA,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0db/ward/5f0f3a648f77bb3acad08ebf
ADAMAWA,166094,176846,MAIHA,SORAU 'A' (Ward: 08) - ADAMAWA,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0db/ward/5f0f3a648f77bb3acad08ec0
ADAMAWA,166094,176846,NUMAN,SABON PEGI (Ward: 09) - ADAMAWA,38,38.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e0/ward/5f0f3a6d8f77bb3acad08efc
ADAMAWA,166094,176846,NUMAN,VULPI (Ward: 10) - ADAMAWA,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397d4d89fc3a883de0e0/ward/5f0f3a6d8f77bb3acad08efd
ADAMAWA,166094,176846,MAIHA,SORAU 'B' (Ward: 09) - ADAMAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0db/ward/5f0f3a648f77bb3acad08ec1
ADAMAWA,166094,176846,MAIHA,TAMBAJAM (Ward: 10) - ADAMAWA,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0db/ward/5f0f3a648f77bb3acad08ec2
ADAMAWA,166094,176846,MICHIKA,BAZZA MARGI (Ward: 01) - ADAMAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a668f77bb3acad08ecf
ADAMAWA,166094,176846,MICHIKA,FUTUDOU / FUTULES (Ward: 02) - ADAMAWA,16,16.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a668f77bb3acad08ed0
ADAMAWA,166094,176846,MICHIKA,GARTA / GHUNCHI (Ward: 03) - ADAMAWA,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a668f77bb3acad08ed1
ADAMAWA,166094,176846,MICHIKA,JIGALAMBU (Ward: 04) - ADAMAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a678f77bb3acad08ed2
ADAMAWA,166094,176846,MICHIKA,MADZI (Ward: 05) - ADAMAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a678f77bb3acad08ed3
ADAMAWA,166094,176846,MICHIKA,MICHIKA  I (Ward: 06) - ADAMAWA,29,29.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a678f77bb3acad08ed4
ADAMAWA,166094,176846,MICHIKA,MICHIKA  II (Ward: 07) - ADAMAWA,19,19.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a678f77bb3acad08ed5
ADAMAWA,166094,176846,MICHIKA,MINKISI/ WURO NGIKI (Ward: 08) - ADAMAWA,14,13.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a678f77bb3acad08ed6
ADAMAWA,166094,176846,MICHIKA,MODA / DLAKA / GHENJUWA (Ward: 09) - ADAMAWA,14,14.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a678f77bb3acad08ed7
ADAMAWA,166094,176846,MICHIKA,MUNKAVICITA (Ward: 10) - ADAMAWA,6,6.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a678f77bb3acad08ed8
ADAMAWA,166094,176846,MICHIKA,SINA / KAMALE / KWANDE (Ward: 11) - ADAMAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a688f77bb3acad08ed9
ADAMAWA,166094,176846,MICHIKA,THUKUDOU / SUFUKU / ZAH (Ward: 12) - ADAMAWA,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a688f77bb3acad08eda
ADAMAWA,166094,176846,MICHIKA,SUKUMU / TILLIJO (Ward: 13) - ADAMAWA,16,16.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a688f77bb3acad08edb
ADAMAWA,166094,176846,MICHIKA,TUMBARA / NGABILI (Ward: 14) - ADAMAWA,6,6.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a688f77bb3acad08edc
ADAMAWA,166094,176846,MICHIKA,VI / BOKA (Ward: 15) - ADAMAWA,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a688f77bb3acad08edd
ADAMAWA,166094,176846,MICHIKA,WAMBLIMI / TILLI (Ward: 16) - ADAMAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0dd/ward/5f0f3a688f77bb3acad08ede
ADAMAWA,166094,176846,MADAGALI,BABEL (Ward: 01) - ADAMAWA,8,8.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0da/ward/5f0f3a618f77bb3acad08eaf
ADAMAWA,166094,176846,MADAGALI,DUHU/ SHUWA (Ward: 02) - ADAMAWA,19,19.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0da/ward/5f0f3a628f77bb3acad08eb0
ADAMAWA,166094,176846,MADAGALI,GULAK (Ward: 03) - ADAMAWA,31,29.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0da/ward/5f0f3a628f77bb3acad08eb1
ADAMAWA,166094,176846,MADAGALI,HYAMBULA (Ward: 04) - ADAMAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0da/ward/5f0f3a628f77bb3acad08eb2
ADAMAWA,166094,176846,MADAGALI,K/WURO NGAYANDI (Ward: 05) - ADAMAWA,12,11.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0da/ward/5f0f3a628f77bb3acad08eb3
ADAMAWA,166094,176846,MADAGALI,MADAGALI (Ward: 06) - ADAMAWA,24,24.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0da/ward/5f0f3a628f77bb3acad08eb4
ADAMAWA,166094,176846,MADAGALI,PALLAM (Ward: 07) - ADAMAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0da/ward/5f0f3a628f77bb3acad08eb5
ADAMAWA,166094,176846,MADAGALI,SHELMI / SUKUR/ VAPURA (Ward: 08) - ADAMAWA,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0da/ward/5f0f3a638f77bb3acad08eb6
ADAMAWA,166094,176846,MADAGALI,WAGGA (Ward: 09) - ADAMAWA,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0da/ward/5f0f3a638f77bb3acad08eb7
ADAMAWA,166094,176846,MADAGALI,WULA (Ward: 10) - ADAMAWA,6,5.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0da/ward/5f0f3a638f77bb3acad08eb8
ADAMAWA,166094,176846,HONG,BANGSHIKA (Ward: 01) - ADAMAWA,25,25.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d7/ward/5f0f3a5d8f77bb3acad08e8e
ADAMAWA,166094,176846,HONG,DAKSIRI (Ward: 02) - ADAMAWA,17,17.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d7/ward/5f0f3a5d8f77bb3acad08e8f
ADAMAWA,166094,176846,HONG,GARAHA (Ward: 03) - ADAMAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d7/ward/5f0f3a5d8f77bb3acad08e90
ADAMAWA,166094,176846,HONG,GAYA (Ward: 04) - ADAMAWA,21,21.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d7/ward/5f0f3a5d8f77bb3acad08e91
ADAMAWA,166094,176846,HONG,HILDI (Ward: 05) - ADAMAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d7/ward/5f0f3a5d8f77bb3acad08e92
ADAMAWA,166094,176846,HONG,HONG (Ward: 06) - ADAMAWA,33,33.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d7/ward/5f0f3a5d8f77bb3acad08e93
ADAMAWA,166094,176846,HONG,HUSHERE ZUM (Ward: 07) - ADAMAWA,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d7/ward/5f0f3a5d8f77bb3acad08e94
ADAMAWA,166094,176846,HONG,KWARHI (Ward: 08) - ADAMAWA,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d7/ward/5f0f3a5e8f77bb3acad08e95
ADAMAWA,166094,176846,HONG,MAYO LOPE (Ward: 09) - ADAMAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d7/ward/5f0f3a5e8f77bb3acad08e96
ADAMAWA,166094,176846,HONG,SHANGUI (Ward: 10) - ADAMAWA,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d7/ward/5f0f3a5e8f77bb3acad08e97
ADAMAWA,166094,176846,HONG,THILBANG (Ward: 11) - ADAMAWA,24,24.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d7/ward/5f0f3a5e8f77bb3acad08e98
ADAMAWA,166094,176846,HONG,UBA (Ward: 12) - ADAMAWA,21,21.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d7/ward/5f0f3a5e8f77bb3acad08e99
ADAMAWA,166094,176846,LAMURDE,DUBWANGUN (Ward: 01) - ADAMAWA,11,10.0,Not Complete,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d9/ward/5f0f3a608f77bb3acad08ea5
ADAMAWA,166094,176846,LAMURDE,GYAWANA (Ward: 02) - ADAMAWA,20,20.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d9/ward/5f0f3a608f77bb3acad08ea6
ADAMAWA,166094,176846,LAMURDE,LAFIYA (Ward: 03) - ADAMAWA,21,21.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d9/ward/5f0f3a608f77bb3acad08ea7
ADAMAWA,166094,176846,LAMURDE,LAMURDE (Ward: 04) - ADAMAWA,21,21.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d9/ward/5f0f3a608f77bb3acad08ea8
ADAMAWA,166094,176846,LAMURDE,MGBEBONGUN (Ward: 05) - ADAMAWA,7,7.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d9/ward/5f0f3a618f77bb3acad08ea9
ADAMAWA,166094,176846,LAMURDE,NGBAKOWO (Ward: 06) - ADAMAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d9/ward/5f0f3a618f77bb3acad08eaa
ADAMAWA,166094,176846,LAMURDE,OPALO (Ward: 07) - ADAMAWA,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d9/ward/5f0f3a618f77bb3acad08eab
ADAMAWA,166094,176846,LAMURDE,RIGANGE (Ward: 08) - ADAMAWA,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d9/ward/5f0f3a618f77bb3acad08eac
ADAMAWA,166094,176846,LAMURDE,SUWA (Ward: 09) - ADAMAWA,23,23.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d9/ward/5f0f3a618f77bb3acad08ead
ADAMAWA,166094,176846,LAMURDE,WADUKU (Ward: 10) - ADAMAWA,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d9/ward/5f0f3a618f77bb3acad08eae
ADAMAWA,166094,176846,JADA,DANABA (Ward: 01) - ADAMAWA,14,14.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d8/ward/5f0f3a5e8f77bb3acad08e9a
ADAMAWA,166094,176846,JADA,JADA I (Ward: 02) - ADAMAWA,30,30.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d8/ward/5f0f3a5f8f77bb3acad08e9b
ADAMAWA,166094,176846,JADA,JADA II (Ward: 03) - ADAMAWA,22,22.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d8/ward/5f0f3a5f8f77bb3acad08e9c
ADAMAWA,166094,176846,JADA,KOMA I (Ward: 04) - ADAMAWA,18,18.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d8/ward/5f0f3a5f8f77bb3acad08e9d
ADAMAWA,166094,176846,JADA,KOMA II (Ward: 05) - ADAMAWA,13,13.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d8/ward/5f0f3a5f8f77bb3acad08e9e
ADAMAWA,166094,176846,GUYUK,BANJIRAM (Ward: 01) - ADAMAWA,10,10.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d6/ward/5f0f3a5b8f77bb3acad08e84
ADAMAWA,166094,176846,GUYUK,BOBINI (Ward: 02) - ADAMAWA,12,12.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d6/ward/5f0f3a5b8f77bb3acad08e85
ADAMAWA,166094,176846,GUYUK,BODENO (Ward: 03) - ADAMAWA,11,11.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d6/ward/5f0f3a5c8f77bb3acad08e86
ADAMAWA,166094,176846,JADA,LEKO (Ward: 06) - ADAMAWA,21,21.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d8/ward/5f0f3a5f8f77bb3acad08e9f
ADAMAWA,166094,176846,JADA,MAPEO (Ward: 07) - ADAMAWA,17,17.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d8/ward/5f0f3a5f8f77bb3acad08ea0
ADAMAWA,166094,176846,JADA,MAYOKALAYE (Ward: 08) - ADAMAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d8/ward/5f0f3a5f8f77bb3acad08ea1
ADAMAWA,166094,176846,GUYUK,CHIKILA (Ward: 04) - ADAMAWA,26,26.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d6/ward/5f0f3a5c8f77bb3acad08e87
ADAMAWA,166094,176846,GUYUK,DUKUL (Ward: 05) - ADAMAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d6/ward/5f0f3a5c8f77bb3acad08e88
ADAMAWA,166094,176846,GUYUK,DUMNA (Ward: 06) - ADAMAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d6/ward/5f0f3a5c8f77bb3acad08e89
ADAMAWA,166094,176846,JADA,MBULO (Ward: 09) - ADAMAWA,24,24.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d8/ward/5f0f3a608f77bb3acad08ea2
ADAMAWA,166094,176846,JADA,NYIBANGO (Ward: 10) - ADAMAWA,19,19.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d8/ward/5f0f3a608f77bb3acad08ea3
ADAMAWA,166094,176846,JADA,YELLI (Ward: 11) - ADAMAWA,22,22.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d8/ward/5f0f3a608f77bb3acad08ea4
ADAMAWA,166094,176846,GUYUK,GUYUK (Ward: 07) - ADAMAWA,28,28.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d6/ward/5f0f3a5c8f77bb3acad08e8a
ADAMAWA,166094,176846,GUYUK,KOLA (Ward: 08) - ADAMAWA,15,15.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d6/ward/5f0f3a5c8f77bb3acad08e8b
ADAMAWA,166094,176846,GUYUK,LOKORO (Ward: 09) - ADAMAWA,9,9.0,Completed,https://inecelectionresults.ng/elections/63f8f25b594e164f8146a213/context/pus/lga/5f0f397c4d89fc3a883de0d6/ward/5f0f3a5c8f77bb3acad08e8c
